MCE22CE005,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE22CE013,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE22CE015,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE22CE026,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE22CE033,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE22CE034,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE22CE047,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE22CE048,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE22CE049,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE23CE001,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE23CE002,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE23CE003,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE23CE004,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE23CE005,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE23CE006,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE23CE007,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
MCE23CE008,CIVIL ENGINEERING,BASICS OF CIVIL AND MECHANICAL ENGINEERING ( EST120 ) 
